Contact,Day,Default,Education,Housing,Job,Loan,Marital,Month,Poutcome,Y,Age,Balance,Campaign,Duration,Pdays,Previous
cellular,18,no,tertiary,no,admin.,no,married,nov,unknown,no,38,605,2,147,-1,0
cellular,6,no,secondary,yes,blue-collar,yes,married,may,failure,no,49,8545,7,199,167,1
cellular,28,no,unknown,no,management,no,married,jan,unknown,no,55,559,2,271,-1,0
cellular,30,no,primary,yes,blue-collar,no,single,jul,unknown,no,43,2,3,783,-1,0
cellular,20,no,tertiary,no,management,yes,married,aug,unknown,no,43,2,2,472,-1,0
cellular,27,no,tertiary,yes,admin.,no,single,may,failure,yes,25,760,3,223,89,2
unknown,21,no,primary,yes,blue-collar,no,married,may,unknown,no,30,1317,2,395,-1,0
cellular,4,no,secondary,no,blue-collar,no,married,feb,unknown,no,46,182,1,56,-1,0
unknown,17,no,primary,no,admin.,yes,married,jun,unknown,no,50,276,6,641,-1,0
cellular,4,no,secondary,no,entrepreneur,no,married,may,failure,yes,35,2971,4,429,164,2
unknown,31,no,secondary,no,unemployed,no,single,may,unknown,no,26,1064,1,113,-1,0
unknown,20,no,unknown,no,admin.,no,married,jun,unknown,no,45,1783,11,11,-1,0
cellular,2,no,secondary,no,blue-collar,no,married,feb,unknown,no,37,-67,1,157,-1,0
cellular,29,no,tertiary,no,self-employed,yes,single,jul,unknown,no,60,179,4,79,-1,0
cellular,4,no,tertiary,no,management,no,married,aug,success,yes,38,1199,1,178,1,1
unknown,9,no,primary,yes,blue-collar,yes,married,jun,unknown,no,47,214,1,168,-1,0
cellular,9,no,secondary,no,technician,no,married,nov,failure,no,33,6699,1,425,462,1
cellular,19,no,secondary,no,unemployed,yes,married,nov,unknown,no,51,1760,1,162,-1,0
cellular,18,no,tertiary,yes,entrepreneur,no,single,jul,unknown,yes,35,145,2,799,-1,0
cellular,29,no,secondary,no,unemployed,no,married,dec,success,yes,35,978,3,1370,209,3
unknown,28,no,secondary,yes,admin.,no,single,may,unknown,no,48,1150,1,357,-1,0
cellular,22,no,secondary,no,admin.,no,married,jul,unknown,no,37,121,6,22,-1,0
cellular,16,no,tertiary,yes,technician,no,single,apr,other,no,29,828,3,215,321,3
cellular,31,no,secondary,yes,admin.,no,married,jul,unknown,no,34,244,4,56,-1,0
cellular,21,no,primary,yes,services,no,married,jul,unknown,yes,32,228,6,1017,-1,0
cellular,16,no,tertiary,no,management,no,single,apr,unknown,yes,30,424,4,298,-1,0
unknown,7,no,tertiary,no,management,yes,divorced,may,unknown,no,47,447,1,126,-1,0
unknown,20,no,primary,no,blue-collar,no,married,sep,unknown,no,33,-195,1,9,-1,0
cellular,5,no,tertiary,yes,management,no,single,feb,failure,no,33,1410,1,8,254,5
cellular,14,no,primary,no,retired,no,married,oct,success,no,63,1084,1,201,183,1
cellular,6,no,primary,no,self-employed,no,divorced,may,unknown,no,51,10924,2,106,-1,0
cellular,21,no,tertiary,yes,management,yes,married,nov,failure,no,41,832,1,164,176,1
cellular,5,no,tertiary,no,retired,no,married,feb,unknown,no,56,478,1,97,-1,0
cellular,23,no,tertiary,no,management,yes,single,jul,unknown,no,60,0,1,151,-1,0
unknown,30,no,tertiary,yes,self-employed,no,single,may,unknown,no,41,3950,2,96,-1,0
cellular,16,no,unknown,yes,management,no,single,apr,unknown,no,37,504,1,555,-1,0
cellular,11,no,secondary,yes,blue-collar,yes,single,may,failure,no,36,219,2,270,347,1
cellular,29,no,tertiary,no,management,no,married,jul,unknown,no,57,1602,3,339,-1,0
cellular,4,no,primary,no,management,no,married,sep,success,yes,55,2587,2,328,94,2
unknown,16,no,secondary,yes,admin.,yes,married,may,unknown,no,44,0,1,159,-1,0
cellular,6,no,tertiary,yes,self-employed,no,married,may,failure,no,47,2303,2,323,364,1
cellular,20,no,secondary,yes,blue-collar,no,married,apr,unknown,no,31,1660,1,342,-1,0
cellular,21,yes,tertiary,yes,management,no,married,nov,unknown,no,35,32,1,180,-1,0
cellular,28,no,tertiary,no,management,yes,married,jul,unknown,no,39,278,3,60,-1,0
cellular,17,no,tertiary,no,management,no,married,nov,failure,no,50,4,1,223,96,2
cellular,18,no,tertiary,yes,management,no,married,may,failure,no,29,318,2,1434,356,4
unknown,6,no,secondary,yes,services,no,single,may,unknown,no,30,209,2,30,-1,0
unknown,16,no,secondary,yes,services,no,married,may,unknown,no,46,271,4,134,-1,0
cellular,9,no,unknown,no,management,no,single,feb,unknown,no,27,3196,2,10,-1,0
cellular,2,no,secondary,no,admin.,no,divorced,apr,unknown,yes,48,4099,2,397,-1,0
cellular,5,no,secondary,yes,student,no,single,may,unknown,no,26,2572,1,620,-1,0
cellular,21,no,tertiary,no,management,no,single,nov,unknown,no,36,339,6,6,-1,0
cellular,7,no,primary,yes,blue-collar,yes,married,may,unknown,no,42,0,2,209,-1,0
unknown,15,no,primary,yes,housemaid,no,married,may,unknown,no,50,395,2,419,-1,0
cellular,18,no,secondary,yes,blue-collar,no,married,nov,unknown,no,49,2039,2,283,-1,0
cellular,8,no,tertiary,no,management,no,married,aug,unknown,no,45,5450,2,188,-1,0
cellular,16,no,secondary,no,student,no,single,sep,unknown,no,23,780,1,267,-1,0
cellular,7,no,secondary,yes,technician,no,single,apr,unknown,no,38,0,2,196,-1,0
cellular,17,no,tertiary,yes,management,no,single,apr,failure,no,32,8436,1,245,149,2
cellular,26,no,primary,no,technician,no,single,aug,unknown,yes,60,11262,1,323,-1,0
cellular,19,no,secondary,yes,entrepreneur,no,married,nov,other,no,30,946,1,1065,183,1
unknown,11,no,tertiary,no,housemaid,no,married,jun,unknown,no,58,497,5,138,-1,0
cellular,4,no,primary,no,retired,no,married,jun,unknown,no,60,55,1,207,-1,0
unknown,25,no,secondary,no,services,no,married,jun,unknown,no,38,-140,3,456,-1,0
cellular,5,no,secondary,yes,technician,no,married,aug,unknown,no,51,-379,1,261,-1,0
cellular,11,no,secondary,yes,admin.,no,married,may,failure,no,42,-396,1,80,308,4
cellular,18,no,secondary,yes,services,no,single,may,failure,no,30,0,6,131,363,9
unknown,6,no,primary,yes,management,no,married,jun,unknown,no,40,733,7,94,-1,0
cellular,14,no,tertiary,yes,management,no,married,may,failure,yes,37,393,3,567,275,4
unknown,30,no,primary,yes,technician,no,divorced,may,unknown,no,53,7290,1,153,-1,0
cellular,13,no,secondary,yes,services,no,single,may,unknown,no,27,468,1,109,-1,0
cellular,30,no,secondary,yes,blue-collar,no,married,apr,failure,no,39,0,1,53,325,1
unknown,16,no,primary,yes,blue-collar,no,married,jun,unknown,no,39,3705,1,77,-1,0
telephone,27,no,tertiary,no,retired,no,married,mar,unknown,yes,59,9676,2,234,-1,0
telephone,13,no,secondary,yes,services,no,married,may,failure,no,37,1328,2,121,341,4
cellular,15,no,primary,yes,blue-collar,no,married,jul,unknown,no,41,8,2,155,-1,0
cellular,17,no,primary,no,blue-collar,no,married,apr,unknown,no,45,61,1,108,-1,0
unknown,17,no,tertiary,no,management,no,married,jun,unknown,no,48,6613,3,159,-1,0
unknown,26,no,secondary,yes,technician,no,married,may,unknown,no,48,302,3,208,-1,0
cellular,12,no,secondary,no,blue-collar,no,married,may,unknown,no,32,1005,1,215,-1,0
unknown,6,no,secondary,yes,services,no,married,may,unknown,no,35,109,3,597,-1,0
cellular,4,no,tertiary,yes,management,no,single,feb,other,no,33,1240,2,505,260,1
unknown,3,no,primary,yes,blue-collar,yes,single,jun,unknown,no,28,0,4,380,-1,0
cellular,12,no,unknown,no,retired,no,married,mar,unknown,no,64,2923,1,120,-1,0
cellular,27,no,secondary,no,technician,no,married,aug,unknown,no,35,0,4,106,-1,0
cellular,14,no,secondary,yes,blue-collar,no,married,may,failure,no,33,43,2,332,358,2
unknown,15,no,secondary,yes,technician,no,married,may,unknown,no,41,288,4,221,-1,0
cellular,4,no,secondary,yes,admin.,no,married,jun,unknown,no,34,613,1,80,-1,0
cellular,4,no,tertiary,no,technician,no,single,may,success,no,37,6101,5,60,87,1
telephone,13,no,primary,yes,blue-collar,yes,married,may,unknown,no,38,168,3,212,-1,0
cellular,14,no,primary,yes,blue-collar,no,married,apr,unknown,no,39,7685,3,493,-1,0
cellular,19,no,tertiary,yes,technician,no,divorced,nov,unknown,no,35,4515,2,98,-1,0
cellular,8,no,secondary,no,blue-collar,yes,single,jul,unknown,yes,28,517,1,681,-1,0
cellular,22,no,secondary,no,blue-collar,no,single,jul,unknown,no,27,148,1,203,-1,0
cellular,19,yes,primary,no,retired,yes,married,nov,unknown,no,48,-285,1,157,-1,0
unknown,16,no,secondary,no,blue-collar,no,married,jun,unknown,no,50,887,1,287,-1,0
cellular,7,no,secondary,yes,self-employed,no,married,aug,unknown,no,45,3098,2,159,-1,0
unknown,14,no,tertiary,yes,technician,no,married,may,unknown,no,41,744,1,125,-1,0
cellular,8,no,secondary,no,technician,no,married,jul,unknown,no,39,130,2,202,-1,0
telephone,8,no,secondary,yes,management,no,married,may,failure,no,44,438,3,37,303,1
cellular,28,no,secondary,no,admin.,no,married,jan,failure,yes,54,0,1,161,98,2
cellular,6,no,tertiary,no,management,no,married,aug,unknown,no,49,322,4,72,-1,0
cellular,2,no,secondary,no,blue-collar,no,single,feb,unknown,no,34,186,1,342,-1,0
cellular,16,no,tertiary,yes,retired,no,divorced,nov,failure,yes,75,3810,1,262,183,1
cellular,13,no,tertiary,no,management,no,married,aug,unknown,no,42,0,2,325,-1,0
telephone,19,no,secondary,no,blue-collar,no,married,aug,unknown,no,53,4380,7,223,-1,0
cellular,31,no,tertiary,no,management,no,divorced,jul,unknown,yes,49,755,4,1212,-1,0
cellular,29,no,secondary,no,services,no,single,aug,unknown,no,31,2070,2,319,-1,0
cellular,29,no,primary,no,blue-collar,no,single,jan,unknown,no,45,999,2,182,-1,0
cellular,17,no,secondary,yes,self-employed,yes,married,jul,unknown,no,39,167,1,330,-1,0
cellular,19,no,secondary,yes,technician,yes,married,nov,unknown,no,46,1322,1,514,-1,0
unknown,14,no,secondary,yes,admin.,no,divorced,may,unknown,no,42,1076,1,213,-1,0
cellular,7,no,tertiary,yes,management,no,married,may,failure,no,37,502,1,551,351,1
cellular,16,no,tertiary,yes,technician,no,single,apr,unknown,no,26,1216,2,472,-1,0
cellular,15,no,tertiary,yes,management,no,single,apr,failure,no,37,876,4,140,327,2
unknown,7,no,secondary,yes,services,no,single,may,unknown,no,36,342,1,142,-1,0
unknown,4,no,primary,yes,blue-collar,no,single,jun,unknown,no,29,950,3,135,-1,0
unknown,23,no,primary,yes,blue-collar,yes,married,may,unknown,no,36,973,1,293,-1,0
unknown,13,no,tertiary,yes,technician,no,married,may,unknown,no,26,3825,1,107,-1,0
unknown,20,no,secondary,yes,blue-collar,no,married,may,unknown,no,32,2366,2,127,-1,0
cellular,20,no,tertiary,yes,management,no,married,nov,unknown,no,40,542,1,1816,-1,0
cellular,4,no,primary,no,management,no,married,feb,unknown,no,53,995,3,200,-1,0
cellular,12,no,tertiary,yes,management,no,married,may,unknown,no,29,20,1,418,-1,0
cellular,22,no,tertiary,yes,technician,no,single,jul,unknown,no,34,228,4,387,-1,0
cellular,5,no,secondary,no,blue-collar,no,married,may,failure,no,43,130,1,156,337,3
cellular,21,no,tertiary,no,management,yes,married,jul,unknown,no,56,217,2,121,-1,0
unknown,6,no,tertiary,no,entrepreneur,no,divorced,jun,unknown,no,55,0,2,108,-1,0
cellular,7,no,tertiary,yes,self-employed,no,married,may,unknown,no,31,259,1,47,-1,0
cellular,20,no,secondary,yes,admin.,no,single,apr,other,no,27,619,5,16,322,4
cellular,18,no,secondary,yes,management,no,married,nov,unknown,no,36,644,2,54,-1,0
cellular,6,no,tertiary,yes,management,no,married,aug,unknown,no,44,22,2,265,-1,0
unknown,23,no,tertiary,yes,admin.,no,divorced,may,unknown,no,37,4303,1,168,-1,0
cellular,7,no,secondary,yes,admin.,no,single,may,unknown,no,30,239,3,115,-1,0
cellular,26,no,secondary,no,technician,no,single,aug,unknown,no,42,275,8,31,-1,0
telephone,25,no,tertiary,yes,management,no,married,jul,unknown,yes,30,1221,4,279,-1,0
cellular,1,no,secondary,no,retired,no,married,sep,unknown,no,62,816,2,28,-1,0
cellular,20,no,secondary,yes,blue-collar,no,married,apr,unknown,no,24,1222,1,369,-1,0
unknown,13,no,secondary,yes,technician,no,married,may,unknown,no,31,2363,1,247,-1,0
cellular,22,no,tertiary,no,retired,no,married,apr,unknown,no,66,2262,1,155,-1,0
cellular,10,no,secondary,no,admin.,no,married,jul,unknown,no,47,2,1,89,-1,0
cellular,17,no,tertiary,yes,entrepreneur,no,married,nov,unknown,no,39,2,1,180,-1,0
cellular,18,no,secondary,yes,technician,no,married,nov,unknown,yes,35,4508,1,854,-1,0
cellular,17,no,secondary,yes,admin.,no,divorced,apr,unknown,no,35,-402,1,46,-1,0
unknown,28,no,secondary,yes,technician,yes,married,may,unknown,no,27,1577,2,266,-1,0
cellular,5,no,secondary,yes,blue-collar,no,married,may,unknown,no,32,34,2,321,-1,0
cellular,28,no,tertiary,no,management,no,married,aug,unknown,no,44,795,24,99,-1,0
unknown,9,no,secondary,yes,blue-collar,no,married,may,unknown,no,42,117,1,147,-1,0
cellular,30,no,tertiary,no,self-employed,no,single,apr,unknown,yes,34,5462,1,430,-1,0
cellular,7,no,secondary,no,services,yes,single,jul,unknown,no,25,402,1,264,-1,0
cellular,16,no,secondary,no,technician,no,single,jul,unknown,no,40,641,6,156,-1,0
cellular,26,no,tertiary,no,management,no,divorced,may,failure,no,43,36,1,118,102,2
unknown,6,no,tertiary,no,unemployed,no,married,may,unknown,no,55,383,3,343,-1,0
cellular,7,no,secondary,yes,blue-collar,no,married,aug,unknown,no,50,283,3,226,-1,0
unknown,1,no,tertiary,no,management,no,divorced,jun,unknown,no,45,0,1,5,-1,0
cellular,20,no,secondary,yes,blue-collar,no,divorced,nov,unknown,no,35,3102,1,138,-1,0
cellular,10,no,secondary,yes,blue-collar,no,married,sep,success,yes,32,889,1,185,99,5
telephone,3,no,secondary,no,housemaid,no,married,feb,failure,no,59,0,1,722,99,4
unknown,21,no,secondary,yes,self-employed,no,married,may,unknown,no,34,-370,1,748,-1,0
unknown,26,no,tertiary,yes,management,no,married,may,unknown,no,39,-606,1,142,-1,0
cellular,17,no,secondary,yes,management,no,single,nov,unknown,no,40,10378,3,523,-1,0
unknown,20,no,primary,yes,blue-collar,no,single,jun,unknown,no,36,1313,10,8,-1,0
cellular,17,no,tertiary,yes,management,no,married,nov,unknown,no,40,8969,1,153,-1,0
unknown,20,no,secondary,yes,self-employed,no,married,may,unknown,no,55,-196,2,210,-1,0
cellular,10,yes,secondary,yes,entrepreneur,no,married,jul,unknown,no,38,15,1,121,-1,0
cellular,12,no,secondary,no,admin.,no,married,mar,unknown,yes,61,4608,1,212,-1,0
unknown,21,no,tertiary,yes,management,no,married,may,unknown,no,41,666,3,253,-1,0
unknown,13,no,primary,yes,blue-collar,no,married,may,unknown,no,57,452,4,139,-1,0
unknown,9,no,secondary,yes,blue-collar,no,married,may,unknown,no,48,149,1,71,-1,0
telephone,4,no,tertiary,no,retired,no,married,may,success,yes,77,7802,1,421,92,2
unknown,28,no,secondary,yes,services,no,married,may,unknown,no,35,1453,1,199,-1,0
unknown,14,no,secondary,yes,blue-collar,no,married,may,unknown,no,54,1480,1,108,-1,0
unknown,20,no,unknown,yes,management,no,single,may,unknown,no,37,715,2,247,-1,0
telephone,9,no,secondary,yes,management,no,single,jul,unknown,no,56,237,4,236,-1,0
cellular,4,no,secondary,yes,technician,no,married,feb,failure,no,40,694,4,97,196,5
cellular,14,no,tertiary,no,management,no,married,jul,unknown,no,40,0,8,109,-1,0
cellular,2,no,tertiary,yes,management,no,married,jun,unknown,no,54,55,2,112,-1,0
unknown,19,no,primary,yes,housemaid,no,married,jun,unknown,no,55,136,10,15,-1,0
cellular,22,yes,secondary,yes,services,no,divorced,jul,unknown,no,55,-404,3,502,-1,0
unknown,16,no,primary,yes,blue-collar,no,married,may,unknown,no,52,779,3,30,-1,0
unknown,2,no,primary,yes,blue-collar,no,single,jun,unknown,no,55,1187,2,193,-1,0
cellular,13,no,tertiary,yes,management,no,married,aug,unknown,no,33,641,2,347,-1,0
unknown,15,no,unknown,yes,blue-collar,no,married,may,unknown,no,52,826,2,468,-1,0
unknown,27,no,secondary,yes,services,no,divorced,may,unknown,no,33,991,1,148,-1,0
telephone,16,no,secondary,no,admin.,no,married,mar,success,yes,53,1796,1,295,91,2
cellular,26,no,secondary,no,admin.,no,married,aug,unknown,yes,46,22,6,388,-1,0
cellular,12,no,secondary,yes,technician,no,single,aug,unknown,yes,44,244,4,1735,-1,0
unknown,6,no,tertiary,yes,management,no,divorced,may,unknown,no,48,1328,1,339,-1,0
cellular,13,no,secondary,yes,housemaid,no,married,may,failure,no,50,7317,1,172,370,1
cellular,19,no,secondary,yes,technician,yes,single,nov,unknown,no,34,4943,2,117,-1,0
unknown,20,no,secondary,no,technician,yes,single,jun,unknown,no,38,258,2,587,-1,0
cellular,19,no,tertiary,yes,management,no,single,nov,unknown,no,42,515,2,501,-1,0
cellular,14,no,tertiary,no,management,no,single,aug,failure,no,32,12607,5,203,84,1
telephone,25,no,secondary,yes,admin.,yes,married,jul,unknown,no,58,2,9,282,-1,0
cellular,28,no,tertiary,no,management,no,married,aug,unknown,no,31,13,5,110,-1,0
cellular,10,no,primary,no,student,no,single,jul,unknown,yes,19,103,2,104,-1,0
cellular,15,no,tertiary,no,management,no,married,oct,unknown,no,41,3872,1,231,-1,0
unknown,20,no,secondary,yes,unemployed,no,married,may,unknown,no,31,296,3,378,-1,0
cellular,15,no,primary,no,self-employed,yes,single,jul,unknown,no,52,217,6,193,-1,0
unknown,24,no,tertiary,yes,self-employed,no,divorced,jun,unknown,no,42,360,5,110,-1,0
cellular,12,no,secondary,yes,blue-collar,no,single,may,unknown,no,41,428,1,92,-1,0
cellular,23,no,secondary,no,blue-collar,no,single,jun,unknown,yes,30,315,1,1407,-1,0
cellular,6,no,secondary,yes,blue-collar,yes,married,feb,failure,no,38,121,1,168,212,2
cellular,17,no,tertiary,yes,management,no,married,jul,unknown,no,32,820,3,738,-1,0
cellular,18,no,secondary,yes,technician,no,married,feb,failure,yes,52,195,1,220,63,5
unknown,27,no,tertiary,yes,management,no,divorced,may,unknown,no,48,108,2,89,-1,0
cellular,31,no,tertiary,yes,management,no,married,jul,unknown,no,36,-381,29,30,-1,0
cellular,20,no,primary,no,unemployed,no,divorced,apr,failure,no,45,757,1,103,325,4
unknown,2,no,tertiary,yes,technician,yes,married,jun,unknown,no,34,691,1,70,-1,0
cellular,20,no,primary,yes,blue-collar,no,married,apr,unknown,yes,36,1925,2,904,-1,0
cellular,14,no,tertiary,yes,management,no,married,may,other,no,34,902,1,159,367,2
cellular,11,no,secondary,no,retired,no,married,sep,other,no,61,5207,1,336,81,2
unknown,19,no,secondary,no,services,no,married,jun,unknown,no,54,0,1,220,-1,0
telephone,17,no,secondary,no,entrepreneur,no,married,nov,unknown,no,50,665,1,238,-1,0
cellular,21,no,secondary,yes,admin.,no,divorced,nov,failure,no,43,738,4,585,191,4
cellular,8,no,primary,no,blue-collar,no,married,aug,unknown,no,47,233,3,293,-1,0
unknown,28,no,secondary,yes,services,no,married,may,unknown,no,45,-839,1,68,-1,0
unknown,17,no,primary,no,retired,no,married,jun,unknown,no,57,5799,1,97,-1,0
unknown,9,no,secondary,yes,admin.,no,married,may,unknown,no,27,1033,1,1713,-1,0
cellular,9,no,secondary,no,unemployed,no,divorced,jul,unknown,no,49,66,3,218,-1,0
cellular,14,no,primary,yes,services,no,married,may,failure,no,43,2567,1,109,360,2
telephone,21,no,tertiary,yes,management,no,married,nov,unknown,no,40,1584,1,661,-1,0
cellular,6,no,secondary,yes,services,no,single,may,unknown,no,32,182,1,145,-1,0
telephone,18,no,primary,yes,management,no,married,may,unknown,no,58,76,4,54,-1,0
cellular,20,no,secondary,yes,admin.,no,single,apr,unknown,no,34,663,1,111,-1,0
unknown,14,no,secondary,yes,technician,no,divorced,may,unknown,no,46,3455,2,566,-1,0
cellular,3,no,secondary,no,blue-collar,no,married,jun,unknown,no,29,15,1,136,-1,0
cellular,4,no,primary,no,blue-collar,no,married,aug,unknown,no,52,1054,1,273,-1,0
cellular,30,no,tertiary,no,management,no,married,jun,unknown,no,45,1529,1,160,-1,0
cellular,28,no,secondary,no,management,no,single,jul,unknown,no,26,63,4,76,-1,0
cellular,19,no,tertiary,no,technician,no,married,aug,unknown,no,40,0,1,44,-1,0
unknown,27,no,secondary,yes,admin.,yes,married,may,unknown,no,41,920,1,239,-1,0
